time_s,rec_001_x25.00,rec_002_x28.00,rec_003_x31.00,rec_004_x34.00,rec_005_x37.00,rec_006_x40.00,rec_007_x43.00,rec_008_x46.00,rec_009_x49.00,rec_010_x52.00,rec_011_x55.00,rec_012_x58.00,rec_013_x61.00,rec_014_x64.00,rec_015_x67.00,rec_016_x70.00,rec_017_x73.00,rec_018_x76.00,rec_019_x79.00,rec_020_x82.00,rec_021_x85.00,rec_022_x88.00,rec_023_x91.00,rec_024_x94.00,rec_025_x97.00,rec_026_x100.00,rec_027_x103.00,rec_028_x106.00,rec_029_x109.00,rec_030_x112.00,rec_031_x115.00,rec_032_x118.00,rec_033_x121.00,rec_034_x124.00,rec_035_x127.00,rec_036_x130.00,rec_037_x133.00,rec_038_x136.00,rec_039_x139.00,rec_040_x142.00,rec_041_x145.00,rec_042_x148.00,rec_043_x151.00,rec_044_x154.00,rec_045_x157.00,rec_046_x160.00,rec_047_x163.00,rec_048_x166.00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.167456666961291e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0002119999990100041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.452310067532954e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004239999980200082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.645006961069708e-14,-1.1421089512672791e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0006360000115819275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1687323737826744e-19,-1.2587173870478446e-13,-5.980132678698656e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0008479999960400164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.164287317851051e-18,-1.5194743792183718e-13,-1.7388318504687865e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0010600000387057662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5505522753934633e-18,-1.746469722313515e-13,-3.648300076348728e-16,-7.819928928535404e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001272000023163855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4849137054493557e-24,1.606862446381729e-19,-1.9465844409462252e-13,-6.068824836861163e-16,1.4035627290987483e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001484000007621944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3021094611581617e-22,2.1772076973581657e-17,-2.1318027638300707e-13,-8.330417629106722e-16,2.3510468258867404e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0016959999920800328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0151323334206504e-21,9.446646117327912e-17,-2.3166402607008307e-13,-9.546103667203328e-16,1.6932469857021732e-19,-5.354242208686983e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0019079999765381217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.016708423449936e-29,1.554413896420068e-20,2.727926516658618e-16,-2.5157561580821386e-13,-9.033909196745757e-16,8.201332922280173e-19,6.215357665260027e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
